#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0150A,13600,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,574525.72,,574525.72,724764.06,
0150A,13600,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,659446.8,,659446.8,642961.85,
0150A,13600,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,1708680.96,,1708680.96,1680421.26,
0150A,13600,12300,RESIDENCIA PERSONAL FUNCIONARIO,174841.92,,174841.92,171928.42,
0150A,13600,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,30898.56,,30898.56,43506.33,
0150A,13600,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,33279.84,,33279.84,43607.87,
0150A,13600,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,82263.36,,82263.36,63093.9,
0150A,13600,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,65205.46,,65205.46,66786.17,
0150A,23100,16000,SEGURIDAD SOCIAL,19874235.98,-66500.0,19807735.98,19092787.69,
0150A,49100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1700.0,,1700.0,,
0150A,49100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,34523.28,,34523.28,23015.52,
0150A,49100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,25920.72,,25920.72,15120.48,
0150A,49100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,35955.0,,35955.0,35955.0,
0150A,49100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,38481.46,,38481.46,41637.02,
0150A,49100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,50670.96,,50670.96,39971.55,
0150A,49100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,97009.92,-20000.0,77009.92,74874.24,
0150A,49100,12300,RESIDENCIA PERSONAL FUNCIONARIO,14925.6,,14925.6,11509.2,
0150A,49100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,22717.39,
0150A,49100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,24421.2,
0150A,49100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,38411.18,-30000.0,8411.18,,
0150A,49100,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,322464.9,-10000.0,312464.9,291723.75,
0150A,91200,16205,SEGUROS,1989.26,,1989.26,,
0150A,91200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,,,,500.89,
0150A,91200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",985.0,,985.0,495.0,
0150A,91200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,684.0,,684.0,269.8,
0150A,91200,22201,COMUNICACIONES POSTALES,450.0,,450.0,,
0150A,91200,22202,COMUNICACIONES TELEGRÁFICAS,355.0,,355.0,,
0150A,91200,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,1270.0,,1270.0,,
0150A,91200,22606,"REUNIONES, CONFERENCIAS Y CURSOS",5060.0,,5060.0,,
0150A,91200,22613,CUOTAS UNICEF,3000.0,,3000.0,3000.0,
0150A,91200,22699,OTROS GASTOS DIVERSOS,91626.0,-5000.0,86626.0,33057.3,
0150A,91200,22703,SERVICIOS POSTALES Y MENSAJERÍA,170.0,,170.0,,
0150A,91200,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,20000.0,,20000.0,54816.0,
0150A,91200,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,3800.0,,3800.0,,
0150A,91200,23010,DIETAS DEL PERSONAL DIRECTIVO,3400.0,,3400.0,175.34,
0150A,91200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1800.0,,1800.0,,
0150A,91200,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2900.0,,2900.0,,
0150A,91200,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,2500.0,,2500.0,391.86,
0150A,91200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000.0,,2000.0,,
0150A,91200,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,70000.0,-21233.33,48766.67,44500.0,
0150A,91200,48905,OTRAS TRANSFERENCIAS. CASA DE ÁFRICA,180000.0,,180000.0,180000.0,
0150A,92000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,292551.6,,292551.6,156125.07,
0150A,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,161885.16,,161885.16,105109.32,
0150A,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,61331.04,,61331.04,23015.52,
0150A,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,295787.98,-5760.16,290027.82,210029.83,
0150A,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,26673.0,,26673.0,15880.13,
0150A,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,2498243.82,-585607.99,1912635.83,1762150.68,
0150A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,193384.43,,193384.43,189509.79,
0150A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,261951.03,-2757.4,259193.63,200152.92,
0150A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,515047.68,-105000.0,410047.68,406818.56,
0150A,92000,12104,COMPLEMENTO ESPECÍFICO VARIABLE,700000.0,,700000.0,733476.21,
0150A,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,3315322.46,,3315322.46,2488127.93,
0150A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,76492.8,,76492.8,55867.81,
0150A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,519751.82,,519751.82,780155.31,
0150A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,50292.84,,50292.84,294336.62,
0150A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,54575.66,,54575.66,169752.26,
0150A,92000,13101,SUSTITUCIONES I.T. PERSONAL LABORAL,15000.0,,15000.0,3078.75,
0150A,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,2053695.42,,2053695.42,2011811.19,
0150A,92000,13506,COMPLEMENTO GARANTÍA RETRIBUT. PERSONAL PROCEDENTE DE ERELPA,,,,218167.93,
0150A,92000,13600,OTRAS RETRIBUCIONES PERSONAL LABORAL,845000.0,-845000.0,,,
0150A,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,,75746.42,75746.42,67649.88,
0150A,92000,16205,SEGUROS,130000.0,,130000.0,88199.38,
0150A,92000,16208,COBERTURA PARA RIESGOS DE ACCIDENTES DE TRABAJO,18191.81,,18191.81,192.31,
0150A,92010,12007,PREVISIÓN PAGO DE SENTENCIAS JURISD. CONTENC.-ADMINISTRATIVO,130000.0,,130000.0,599584.5,
0150A,92010,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,51877.77,,51877.77,19858.95,
0150A,92010,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,112805.19,580000.0,692805.19,507662.59,
0150A,92010,13005,CLASIFICACIONES POR SENTENCIAS Y PAGO DE INTERESES,20000.0,,20000.0,77132.64,
0150A,92010,15100,GRATIFICACIONES,80000.0,640503.88,720503.88,719201.85,
0150A,92310,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,36260.96,,36260.96,32656.39,
0150A,92310,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,14382.0,,14382.0,7191.0,
0150A,92310,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,19555.26,,19555.26,20511.01,
0150A,92310,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,26035.8,,26035.8,21450.06,
0150A,92310,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,47174.4,,47174.4,40145.71,
0150A,92310,12300,RESIDENCIA PERSONAL FUNCIONARIO,7835.52,,7835.52,6386.38,
0150A,92310,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,2956.08,
0150A,92310,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,2531.4,
0150A,92310,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,56256.52,,56256.52,98404.54,
0150A,92310,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,144646.42,-39101.68,105544.74,106491.07,
0150A,92310,16207,PREMIOS REGLAMENTO,,,,13256.97,
0150A,92500,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,,13308.6,12213.86,
0150A,92500,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,11507.76,
0150A,92500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,60341.44,-32502.76,27838.68,36108.44,
0150A,92500,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,3400.0,,3400.0,,
0150A,92500,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,26326.56,,26326.56,17002.57,
0150A,92500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,49540.46,,49540.46,44408.57,
0150A,92500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,67815.36,,67815.36,47380.37,
0150A,92500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,133297.92,,133297.92,100573.99,
0150A,92500,12300,RESIDENCIA PERSONAL FUNCIONARIO,17786.16,,17786.16,11812.59,
0150A,92500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,38855.54,,38855.54,88099.57,
0150A,92500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,40687.32,,40687.32,85502.7,
0150A,92500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,273121.1,-73598.22,199522.88,185782.57,
0150A,92500,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,1083344.4,-111002.29,972342.11,969547.58,
0150B,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,245990.36,8500.0,254490.36,282699.16,
0150B,91200,11000,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,377276.4,,377276.4,406849.58,
0150B,91200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,8500.0,,8500.0,,
0150B,91200,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,,
0150B,91200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,46460.96,,46460.96,34560.96,
0150B,91200,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,,7191.0,7191.0,
0150B,91200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,29065.02,36000.0,65065.02,22069.2,
0150B,91200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,36904.8,,36904.8,21939.49,
0150B,91200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,83704.32,-30000.0,53704.32,47691.93,
0150B,91200,12300,RESIDENCIA PERSONAL FUNCIONARIO,10056.96,,10056.96,6692.16,
0150B,91200,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,633657.96,,633657.96,667571.82,
0150B,91200,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,341.97,1000.0,1341.97,128.4,
0150B,91200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3078.0,500.0,3578.0,3918.35,
0150B,91200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",615.6,,615.6,372.0,
0150B,91200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3078.0,,3078.0,1762.52,
0150B,91200,22201,COMUNICACIONES POSTALES,3000.0,,3000.0,268.81,
0150B,91200,22202,COMUNICACIONES TELEGRÁFICAS,346.28,,346.28,,
0150B,91200,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,11784.53,5000.0,16784.53,26136.21,
0150B,91200,22602,PUBLICIDAD Y PROPAGANDA,,,,3488.2,
0150B,91200,22606,"REUNIONES, CONFERENCIAS Y CURSOS",13089.19,,13089.19,7599.14,
0150B,91200,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,15158.87,,15158.87,7361.5,
0150B,91200,22699,OTROS GASTOS DIVERSOS,20372.7,30000.0,50372.7,50292.34,
0150B,91200,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,1682.9,,1682.9,,
0150B,91200,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,10515.96,,10515.96,2592.35,
0150B,91200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,6156.0,,6156.0,1744.78,
0150B,91200,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,17010.0,,17010.0,2935.69,
0150B,91200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,13770.0,,13770.0,3447.68,
0150C,91200,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,48.15,
0150C,91200,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,,
0150C,91200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,300.0,,300.0,77.5,
0150C,91200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",34000.0,,34000.0,31117.93,
0150C,91200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500.0,,500.0,,
0150C,91200,22602,PUBLICIDAD Y PROPAGANDA,82578.5,,82578.5,62018.78,
0150C,91200,22699,OTROS GASTOS DIVERSOS,87000.0,,87000.0,52853.49,
0150C,91200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,,,,5935.92,
0150D,91200,48001,GRUPOS POLÍTICOS,32000.0,21233.33,53233.33,53233.33,
0150E,23100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",427.0,,427.0,,
0150E,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,427.0,,427.0,,
0150E,23100,22200,SERVICIOS DE TELECOMUNICACIONES,346.0,,346.0,,
0150E,23100,22201,COMUNICACIONES POSTALES,693.0,,693.0,,
0150E,23100,22203,COMUNICACIONES INFORMÁTICAS,346.0,,346.0,,
0150E,23100,22300,GASTOS DE TRANSPORTES,1000.0,,1000.0,,
0150E,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,471.0,,471.0,,
0150E,23100,22699,OTROS GASTOS DIVERSOS,490.0,,490.0,,
0150E,23100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,400.0,,400.0,,
0150E,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,400.0,,400.0,,
0150E,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,5000.0,,5000.0,,
0150F,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,217.6,
0150F,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,,,,1173.98,
0150F,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",4698.1,,4698.1,3088.53,
0150F,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3500.0,,3500.0,1218.83,
0150F,92000,22699,OTROS GASTOS DIVERSOS,300.0,,300.0,,
0150F,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,2901.9,,2901.9,2805.23,
0150F,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,,,,26.67,
0150F,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,300.0,,300.0,,
0150F,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,,,,217.41,
0150F,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,300.0,,300.0,65.92,
0150G,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,92.7,
0150G,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1700.0,,1700.0,261.6,
0150G,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1200.0,,1200.0,,
0150G,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,222.68,
0150G,92000,22699,OTROS GASTOS DIVERSOS,,,,295.4,
0150G,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,400.0,,400.0,,
0150G,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,200.0,,200.0,,
0150G,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,200.0,,200.0,,
0150G,92000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,,
0150H,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,3000.0,,3000.0,811.52,
0150H,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2500.0,-534.47,1965.53,754.66,
0150H,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",2000.0,,2000.0,,
0150H,92000,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,,,,210.0,
0150H,92000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",226000.0,90000.0,316000.0,229742.52,
0150H,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",1300.0,,1300.0,284.65,
0150H,92000,22699,OTROS GASTOS DIVERSOS,9000.0,,9000.0,10000.0,
0150H,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,2000.0,,2000.0,,
0150H,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1200.0,,1200.0,,
0150H,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,1000.0,,1000.0,,
0150H,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000.0,,2000.0,586.73,
0150I,92000,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,1589.88,,1589.88,1413.28,
0150I,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,5000.0,,5000.0,,
0150I,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",600.0,,600.0,,
0150I,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3800.0,,3800.0,,
0150I,92000,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,220011.0,,220011.0,220011.0,
0150I,92000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",20000.0,,20000.0,19228.67,
0150I,92000,22699,OTROS GASTOS DIVERSOS,600.0,15000.0,15600.0,18679.44,
0150I,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,,,,,
0150I,92000,35200,INTERESES DE DEMORA,30000.0,-15000.0,15000.0,2700.63,
0151A,92000,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,4623.29,,4623.29,4052.62,
0151A,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,130.34,,130.34,62.93,
0151A,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,,
0151A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,300.0,,300.0,221.09,
0151A,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",2500.0,,2500.0,,
0151A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2600.0,,2600.0,36.99,
0151A,92000,22201,COMUNICACIONES POSTALES,,,,4.96,
0151A,92000,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,4081.06,
0151A,92000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",52624.75,27000.0,79624.75,55322.93,
0151A,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",500.0,,500.0,,
0151A,92000,22607,OPOSICIONES Y PRUEBAS SELECTIVAS,5000.0,10000.0,15000.0,8322.84,
0151A,92000,22699,OTROS GASTOS DIVERSOS,500.0,,500.0,1666.96,
0151A,92000,22705,PROCESOS ELECTORALES,,,,,
0151A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,23529.62,,23529.62,19930.51,
0151A,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,250.0,,250.0,,
0151A,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,250.0,,250.0,,
0151A,92000,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,101.0,
0151A,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,150.0,,150.0,,
0151A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2042.0,,2042.0,365.86,
0151A,92000,83000,PRÉSTAMOS A CORTO PLAZO (ANTICIPOS AL PERSONAL),,173012.09,173012.09,136337.54,
0151A,92000,83100,PRÉSTAMOS A LARGO PLAZO (ANTICIPOS AL PERSONAL),290000.0,,290000.0,289657.59,
0151B,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1000.0,,1000.0,351.36,
0151B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000.0,,1000.0,,
0151B,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,,,,507.84,
0151B,92000,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,1000.0,,1000.0,1217.1,
0151B,92000,22501,TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS,,,,169.95,
0151B,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",3000.0,,3000.0,1535.04,
0151B,92000,22699,OTROS GASTOS DIVERSOS,2000.0,,2000.0,,
0151B,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,24155.63,,24155.63,8938.32,
0151B,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,684.37,,684.37,,
0151C,92000,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,,1950.0,1950.0,1950.0,
0151C,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,200.0,,200.0,,
0151C,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",28764.8,,28764.8,19223.8,
0151C,92000,22699,OTROS GASTOS DIVERSOS,300.0,,300.0,,
0151C,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,5735.2,,5735.2,4301.4,
0152A,92000,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,500.0,,500.0,,
0152A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000.0,,2000.0,,
0152A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500.0,,500.0,,
0152A,92000,22602,PUBLICIDAD Y PROPAGANDA,5000.0,-968.01,4031.99,,
0152A,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,3819.9,
0152A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,185800.0,-150800.0,35000.0,11609.5,
0152A,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,413.4,
0152A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500.0,,500.0,348.72,
0152B,92310,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,10000.0,-2186.08,7813.92,,
0152B,92310,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,162.08,
0152B,92310,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,7500.0,,7500.0,8854.48,
0152B,92310,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3000.0,,3000.0,3346.64,
0152B,92310,22699,OTROS GASTOS DIVERSOS,8000.0,,8000.0,,
0152B,92310,22700,LIMPIEZA Y ASEO,5000.0,,5000.0,,
0152B,92310,22705,PROCESOS ELECTORALES,27000.0,,27000.0,21030.69,
